id,name,postcode,region,metro,delivery_id/id,state_id/id
res_city_102,Caddens,2747,Outer Western Suburbs,Sydney,delivery_zone_exclude,base.state_au_2
res_city_103,Cambridge Gardens,2747,Outer Western Suburbs,Sydney,delivery_zone_exclude,base.state_au_2
res_city_104,Cambridge Park,2747,Outer Western Suburbs,Sydney,delivery_zone_exclude,base.state_au_2
res_city_105,Camden,2570,Macarthur Region,Sydney,delivery_zone_exclude,base.state_au_2
res_city_106,Camden South,2570,Macarthur Region,Sydney,delivery_zone_exclude,base.state_au_2
res_city_107,Camellia,2142,Western Suburbs,Sydney,delivery_zone_2,base.state_au_2
res_city_108,Cammeray,2062,North Shore,Sydney,delivery_zone_free,base.state_au_2
res_city_109,Campbelltown,2560,Macarthur Region,Sydney,delivery_zone_exclude,base.state_au_2
res_city_110,Camperdown,2050,Central & Inner Metropolitan,Sydney,delivery_zone_free,base.state_au_2
res_city_111,Campsie,2194,South Western Suburbs,Sydney,delivery_zone_1,base.state_au_2
res_city_112,Canada Bay,2046,Central & Inner Metropolitan,Sydney,delivery_zone_1,base.state_au_2
res_city_113,Canley Heights,2166,South Western Suburbs,Sydney,delivery_zone_exclude,base.state_au_2
res_city_114,Canley Vale,2166,South Western Suburbs,Sydney,delivery_zone_exclude,base.state_au_2
res_city_115,Canoelands,2157,Parramatta-Hills District,Sydney,delivery_zone_exclude,base.state_au_2
res_city_116,Canterbury,2193,South Western Suburbs,Sydney,delivery_zone_exclude,base.state_au_2
res_city_117,Caringbah,2229,St George & Sutherland Shire,Sydney,delivery_zone_exclude,base.state_au_2
res_city_118,Caringbah South,2229,St George & Sutherland Shire,Sydney,delivery_zone_exclude,base.state_au_2
res_city_119,Carlingford,2118,Gladesville-Ryde-Eastwood,Sydney,delivery_zone_2,base.state_au_2
res_city_120,Carlingford North,2118,Gladesville-Ryde-Eastwood,Sydney,delivery_zone_2,base.state_au_2
res_city_121,Carlton,2218,St George & Sutherland Shire,Sydney,delivery_zone_exclude,base.state_au_2
res_city_122,Carnes Hill,2171,South Western Suburbs,Sydney,delivery_zone_exclude,base.state_au_2
res_city_123,Carramar,2163,South Western Suburbs,Sydney,delivery_zone_exclude,base.state_au_2
res_city_124,Carss Park,2221,St George & Sutherland Shire,Sydney,delivery_zone_exclude,base.state_au_2
res_city_125,Cartwright,2168,South Western Suburbs,Sydney,delivery_zone_exclude,base.state_au_2
res_city_126,Castle Cove,2069,North Shore,Sydney,delivery_zone_free,base.state_au_2
res_city_127,Castle Hill,2154,Parramatta-Hills District,Sydney,delivery_zone_2,base.state_au_2
res_city_128,Castlecrag,2068,North Shore,Sydney,delivery_zone_free,base.state_au_2
res_city_129,Castlereagh,2749,Outer Western Suburbs,Sydney,delivery_zone_exclude,base.state_au_2
res_city_130,Casula,2170,South Western Suburbs,Sydney,delivery_zone_exclude,base.state_au_2
res_city_131,Catherine Field,2557,Macarthur Region,Sydney,delivery_zone_exclude,base.state_au_2
res_city_132,Cattai,2756,Outer Western Suburbs,Sydney,delivery_zone_exclude,base.state_au_2
res_city_133,Cawdor,2570,Macarthur Region,Sydney,delivery_zone_exclude,base.state_au_2
res_city_134,Cecil Hills,2171,South Western Suburbs,Sydney,delivery_zone_exclude,base.state_au_2
res_city_135,Cecil Park,2178,South Western Suburbs,Sydney,delivery_zone_exclude,base.state_au_2
res_city_136,Centennial Park,2021,Eastern Suburbs,Sydney,delivery_zone_exclude,base.state_au_2
res_city_137,Central Business District,2000,Central & Inner Metropolitan,Sydney,delivery_zone_exclude,base.state_au_2
res_city_138,Chatswood,2067,North Shore,Sydney,delivery_zone_free,base.state_au_2
res_city_139,Chatswood West,2067,North Shore,Sydney,delivery_zone_free,base.state_au_2
res_city_140,Cheltenham,2119,Gladesville-Ryde-Eastwood,Sydney,delivery_zone_1,base.state_au_2
res_city_141,Cherrybrook,2126,Gladesville-Ryde-Eastwood,Sydney,delivery_zone_2,base.state_au_2
res_city_142,Chester Hill,2162,South Western Suburbs,Sydney,delivery_zone_exclude,base.state_au_2
res_city_143,Chifley,2036,Eastern Suburbs,Sydney,delivery_zone_exclude,base.state_au_2
res_city_144,Chippendale,2008,Central & Inner Metropolitan,Sydney,delivery_zone_free,base.state_au_2
res_city_145,Chipping Norton,2170,South Western Suburbs,Sydney,delivery_zone_exclude,base.state_au_2
res_city_146,Chiswick,2046,Central & Inner Metropolitan,Sydney,delivery_zone_1,base.state_au_2
res_city_147,Chullora,2190,South Western Suburbs,Sydney,delivery_zone_exclude,base.state_au_2
res_city_148,Church Point,2105,Northern Beaches,Sydney,delivery_zone_exclude,base.state_au_2
res_city_149,Claremont Meadows,2747,Outer Western Suburbs,Sydney,delivery_zone_exclude,base.state_au_2
res_city_150,Clarendon,2756,Outer Western Suburbs,Sydney,delivery_zone_exclude,base.state_au_2
res_city_151,Clareville,2107,Northern Beaches,Sydney,delivery_zone_exclude,base.state_au_2
res_city_152,Claymore,2559,Macarthur Region,Sydney,delivery_zone_exclude,base.state_au_2
res_city_153,Clemton Park,2206,South Western Suburbs,Sydney,delivery_zone_exclude,base.state_au_2
res_city_154,Clontarf,2093,Northern Beaches,Sydney,delivery_zone_free,base.state_au_2
res_city_155,Clovelly,2031,Eastern Suburbs,Sydney,delivery_zone_exclude,base.state_au_2
res_city_156,Clyde,2142,Western Suburbs,Sydney,delivery_zone_2,base.state_au_2
res_city_157,Coasters Retreat,2108,Northern Beaches,Sydney,delivery_zone_exclude,base.state_au_2
res_city_158,Cobbitty,2570,Macarthur Region,Sydney,delivery_zone_exclude,base.state_au_2
res_city_159,Colebee,2761,Outer Western Suburbs,Sydney,delivery_zone_exclude,base.state_au_2
res_city_160,Collaroy,2097,Northern Beaches,Sydney,delivery_zone_free,base.state_au_2
res_city_161,Collaroy Beach,2097,Northern Beaches,Sydney,delivery_zone_free,base.state_au_2
res_city_162,Collaroy Plateau,2097,Northern Beaches,Sydney,delivery_zone_free,base.state_au_2
res_city_163,Colyton,2760,Outer Western Suburbs,Sydney,delivery_zone_exclude,base.state_au_2
res_city_164,Como,2226,St George & Sutherland Shire,Sydney,delivery_zone_exclude,base.state_au_2
res_city_165,Concord,2137,Western Suburbs,Sydney,delivery_zone_1,base.state_au_2
res_city_166,Concord West,2138,Western Suburbs,Sydney,delivery_zone_1,base.state_au_2
res_city_167,Condell Park,2200,South Western Suburbs,Sydney,delivery_zone_exclude,base.state_au_2
res_city_168,Connells Point,2221,St George & Sutherland Shire,Sydney,delivery_zone_exclude,base.state_au_2
res_city_169,Constitution Hill,2145,Western Suburbs,Sydney,delivery_zone_exclude,base.state_au_2
res_city_170,Coogee,2034,Eastern Suburbs,Sydney,delivery_zone_exclude,base.state_au_2
res_city_171,Cottage Point,2084,North Shore,Sydney,delivery_zone_exclude,base.state_au_2
res_city_172,Cowan,2081,North Shore,Sydney,delivery_zone_exclude,base.state_au_2
res_city_173,Cranebrook,2749,Outer Western Suburbs,Sydney,delivery_zone_exclude,base.state_au_2
res_city_174,Cremorne,2090,North Shore,Sydney,delivery_zone_free,base.state_au_2
res_city_175,Cremorne Junction,2090,North Shore,Sydney,delivery_zone_free,base.state_au_2
res_city_176,Cremorne Point,2090,North Shore,Sydney,delivery_zone_free,base.state_au_2
res_city_177,Cromer,2099,Northern Beaches,Sydney,delivery_zone_free,base.state_au_2
res_city_178,Cronulla,2230,St George & Sutherland Shire,Sydney,delivery_zone_exclude,base.state_au_2
res_city_178b,Burraneer,2230,St George & Sutherland Shire,Sydney,delivery_zone_exclude,base.state_au_2
res_city_179,Crows Nest,2065,North Shore,Sydney,delivery_zone_free,base.state_au_2
res_city_180,Croydon,2132,Western Suburbs,Sydney,delivery_zone_1,base.state_au_2
res_city_181,Croydon Park,2133,Western Suburbs,Sydney,delivery_zone_1,base.state_au_2
res_city_182,Curl Curl,2096,Northern Beaches,Sydney,delivery_zone_free,base.state_au_2
res_city_183,Currans Hill,2567,Macarthur Region,Sydney,delivery_zone_exclude,base.state_au_2
res_city_184,Currawong Beach,2108,Northern Beaches,Sydney,delivery_zone_exclude,base.state_au_2
res_city_185,Daceyville,2032,Eastern Suburbs,Sydney,delivery_zone_exclude,base.state_au_2
res_city_186,Dangar Island,2083,North Shore,Sydney,delivery_zone_exclude,base.state_au_2
res_city_187,Darling Point,2027,Eastern Suburbs,Sydney,delivery_zone_free,base.state_au_2
res_city_188,Darlinghurst,2010,Central & Inner Metropolitan,Sydney,delivery_zone_free,base.state_au_2
res_city_189,Darlington,2008,Central & Inner Metropolitan,Sydney,delivery_zone_free,base.state_au_2
res_city_190,Davidson,2085,North Shore,Sydney,delivery_zone_free,base.state_au_2
res_city_191,Dawes Point,2000,Central & Inner Metropolitan,Sydney,delivery_zone_free,base.state_au_2
res_city_192,Dean Park,2761,Outer Western Suburbs,Sydney,delivery_zone_exclude,base.state_au_2
res_city_193,Dee Why,2099,Northern Beaches,Sydney,delivery_zone_free,base.state_au_2
res_city_194,Denham Court,2565,Macarthur Region,Sydney,delivery_zone_exclude,base.state_au_2
res_city_195,Denistone,2114,Gladesville-Ryde-Eastwood,Sydney,delivery_zone_1,base.state_au_2
res_city_196,Denistone East,2112,Gladesville-Ryde-Eastwood,Sydney,delivery_zone_1,base.state_au_2
res_city_197,Denistone West,2114,Gladesville-Ryde-Eastwood,Sydney,delivery_zone_1,base.state_au_2
res_city_198,Dharruk,2770,Outer Western Suburbs,Sydney,delivery_zone_exclude,base.state_au_2
res_city_199,Dolans Bay,2229,St George & Sutherland Shire,Sydney,delivery_zone_exclude,base.state_au_2
res_city_200,Dolls Point,2219,St George & Sutherland Shire,Sydney,delivery_zone_exclude,base.state_au_2
res_city_201,Doonside,2767,Outer Western Suburbs,Sydney,delivery_zone_exclude,base.state_au_2
res_city_202,Double Bay,2028,Eastern Suburbs,Sydney,delivery_zone_1,base.state_au_2
res_city_203,Dover Heights,2030,Eastern Suburbs,Sydney,delivery_zone_1,base.state_au_2
res_city_204,Drummoyne,2047,Central & Inner Metropolitan,Sydney,delivery_zone_1,base.state_au_2
res_city_205,Duffys Forest,2084,North Shore,Sydney,delivery_zone_free,base.state_au_2
res_city_206,Dulwich Hill,2203,South Western Suburbs,Sydney,delivery_zone_1,base.state_au_2
res_city_207,Dundas,2117,Gladesville-Ryde-Eastwood,Sydney,delivery_zone_1,base.state_au_2
res_city_208,Dundas Valley,2117,Gladesville-Ryde-Eastwood,Sydney,delivery_zone_1,base.state_au_2
res_city_209,Dural,2158,Parramatta-Hills District,Sydney,delivery_zone_exclude,base.state_au_2
res_city_210,Eagle Vale,2558,Macarthur Region,Sydney,delivery_zone_exclude,base.state_au_2
res_city_211,Earlwood,2206,South Western Suburbs,Sydney,delivery_zone_exclude,base.state_au_2
res_city_212,East Gordon,2072,North Shore,Sydney,delivery_zone_free,base.state_au_2
res_city_213,East Hills,2213,South Western Suburbs,Sydney,delivery_zone_exclude,base.state_au_2
res_city_214,East Killara,2071,North Shore,Sydney,delivery_zone_free,base.state_au_2
res_city_215,East Lindfield,2070,North Shore,Sydney,delivery_zone_free,base.state_au_2
res_city_216,East Ryde,2113,Gladesville-Ryde-Eastwood,Sydney,delivery_zone_free,base.state_au_2
res_city_217,East Sydney,2010,Central & Inner Metropolitan,Sydney,delivery_zone_free,base.state_au_2
res_city_218,Eastern Creek,2766,Outer Western Suburbs,Sydney,delivery_zone_exclude,base.state_au_2
res_city_219,Eastgardens,2036,Eastern Suburbs,Sydney,delivery_zone_exclude,base.state_au_2
res_city_220,Eastlakes,2018,Central & Inner Metropolitan,Sydney,delivery_zone_exclude,base.state_au_2
res_city_221,Eastwood,2122,Gladesville-Ryde-Eastwood,Sydney,delivery_zone_1,base.state_au_2
res_city_222,Edensor Park,2176,South Western Suburbs,Sydney,delivery_zone_exclude,base.state_au_2
res_city_223,Edgecliff,2027,Eastern Suburbs,Sydney,delivery_zone_free,base.state_au_2
res_city_224,Edmondson Park,2174,South Western Suburbs,Sydney,delivery_zone_exclude,base.state_au_2
res_city_225,Elanora Heights,2101,Northern Beaches,Sydney,delivery_zone_free,base.state_au_2
res_city_226,Elderslie,2570,Macarthur Region,Sydney,delivery_zone_exclude,base.state_au_2
res_city_227,Elizabeth Bay,2011,Central & Inner Metropolitan,Sydney,delivery_zone_1,base.state_au_2
res_city_228,Elizabeth Hills,2171,South Western Suburbs,Sydney,delivery_zone_exclude,base.state_au_2
res_city_229,Ellis Lane,2570,Macarthur Region,Sydney,delivery_zone_exclude,base.state_au_2
res_city_230,Elvina Bay,2105,Northern Beaches,Sydney,delivery_zone_exclude,base.state_au_2
res_city_230b,Lovett Bay,2105,Northern Beaches,Sydney,delivery_zone_exclude,base.state_au_2
res_city_230c,Morning Bay,2105,Northern Beaches,Sydney,delivery_zone_exclude,base.state_au_2
res_city_231,Emerton,2770,Outer Western Suburbs,Sydney,delivery_zone_exclude,base.state_au_2
res_city_232,Emu Heights,2750,Outer Western Suburbs,Sydney,delivery_zone_exclude,base.state_au_2
res_city_233,Emu Plains,2750,Outer Western Suburbs,Sydney,delivery_zone_exclude,base.state_au_2
res_city_234,Enfield,2136,Western Suburbs,Sydney,delivery_zone_1,base.state_au_2
res_city_235,Enfield South,2136,Western Suburbs,Sydney,delivery_zone_1,base.state_au_2
res_city_236,Engadine,2233,St George & Sutherland Shire,Sydney,delivery_zone_exclude,base.state_au_2
res_city_236b,Lucas Heights,2233,St George & Sutherland Shire,Sydney,delivery_zone_exclude,base.state_au_2
res_city_237,Englorie Park,2560,Macarthur Region,Sydney,delivery_zone_exclude,base.state_au_2
res_city_238,Enmore,2042,Central & Inner Metropolitan,Sydney,delivery_zone_free,base.state_au_2
res_city_239,Epping,2121,Gladesville-Ryde-Eastwood,Sydney,delivery_zone_1,base.state_au_2
res_city_240,Ermington,2115,Gladesville-Ryde-Eastwood,Sydney,delivery_zone_1,base.state_au_2
res_city_241,Erskine Park,2759,Outer Western Suburbs,Sydney,delivery_zone_exclude,base.state_au_2
res_city_242,Erskineville,2043,Central & Inner Metropolitan,Sydney,delivery_zone_free,base.state_au_2
res_city_243,Eschol Park,2558,Macarthur Region,Sydney,delivery_zone_exclude,base.state_au_2
res_city_244,Eveleigh,2015,Central & Inner Metropolitan,Sydney,delivery_zone_free,base.state_au_2
res_city_245,Fairfield,2165,South Western Suburbs,Sydney,delivery_zone_exclude,base.state_au_2
res_city_246,Fairfield East,2165,South Western Suburbs,Sydney,delivery_zone_exclude,base.state_au_2
res_city_247,Fairfield Heights,2165,South Western Suburbs,Sydney,delivery_zone_exclude,base.state_au_2
res_city_248,Fairfield West,2165,South Western Suburbs,Sydney,delivery_zone_exclude,base.state_au_2
res_city_249,Fairlight,2094,Northern Beaches,Sydney,delivery_zone_free,base.state_au_2
res_city_250,Fiddletown,2159,Parramatta-Hills District,Sydney,delivery_zone_exclude,base.state_au_2
res_city_251,Five Dock,2046,Central & Inner Metropolitan,Sydney,delivery_zone_free,base.state_au_2
res_city_252,Flemington,2140,Western Suburbs,Sydney,delivery_zone_exclude,base.state_au_2
res_city_253,Forest Glen,2157,Parramatta-Hills District,Sydney,delivery_zone_free,base.state_au_2
res_city_254,Forest Lodge,2037,Central & Inner Metropolitan,Sydney,delivery_zone_free,base.state_au_2
res_city_255,Forestville,2087,North Shore,Sydney,delivery_zone_free,base.state_au_2
res_city_256,Freemans Reach,2756,Outer Western Suburbs,Sydney,delivery_zone_exclude,base.state_au_2
res_city_257,Frenchs Forest,2086,North Shore,Sydney,delivery_zone_free,base.state_au_2
res_city_258,Frenchs Forest East,2086,North Shore,Sydney,delivery_zone_free,base.state_au_2
res_city_259,Freshwater,2096,Northern Beaches,Sydney,delivery_zone_exclude,base.state_au_2
res_city_260,Galston,2159,Parramatta-Hills District,Sydney,delivery_zone_exclude,base.state_au_2
res_city_261,Georges Hall,2198,South Western Suburbs,Sydney,delivery_zone_exclude,base.state_au_2
res_city_262,Gilead,2560,Macarthur Region,Sydney,delivery_zone_exclude,base.state_au_2
res_city_263,Girraween,2145,Western Suburbs,Sydney,delivery_zone_exclude,base.state_au_2
res_city_264,Gladesville,2111,Gladesville-Ryde-Eastwood,Sydney,delivery_zone_1,base.state_au_2
res_city_265,Glebe,2037,Central & Inner Metropolitan,Sydney,delivery_zone_free,base.state_au_2
res_city_266,Gledswood Hills,2557,Macarthur Region,Sydney,delivery_zone_exclude,base.state_au_2
res_city_267,Glen Alpine,2560,Macarthur Region,Sydney,delivery_zone_exclude,base.state_au_2
res_city_268,Glendenning,2761,Outer Western Suburbs,Sydney,delivery_zone_exclude,base.state_au_2
res_city_269,Glenfield,2167,South Western Suburbs,Sydney,delivery_zone_exclude,base.state_au_2
res_city_270,Glenhaven,2156,Parramatta-Hills District,Sydney,delivery_zone_exclude,base.state_au_2
res_city_271,Glenmore Park,2745,Outer Western Suburbs,Sydney,delivery_zone_exclude,base.state_au_2
res_city_272,Glenorie,2157,Parramatta-Hills District,Sydney,delivery_zone_exclude,base.state_au_2
res_city_273,Glenwood,2768,Outer Western Suburbs,Sydney,delivery_zone_exclude,base.state_au_2
res_city_274,Glossodia,2756,Outer Western Suburbs,Sydney,delivery_zone_exclude,base.state_au_2
res_city_275,Gordon,2072,North Shore,Sydney,delivery_zone_free,base.state_au_2
res_city_276,Granville,2142,Western Suburbs,Sydney,delivery_zone_2,base.state_au_2
res_city_277,Grasmere,2570,Macarthur Region,Sydney,delivery_zone_exclude,base.state_au_2
res_city_278,Grays Point,2232,St George & Sutherland Shire,Sydney,delivery_zone_exclude,base.state_au_2
res_city_279,Great Mackerel Beach,2108,Northern Beaches,Sydney,delivery_zone_exclude,base.state_au_2
res_city_280,Green Valley,2168,South Western Suburbs,Sydney,delivery_zone_exclude,base.state_au_2
res_city_281,Greenacre,2190,South Western Suburbs,Sydney,delivery_zone_2,base.state_au_2
res_city_282,Greendale,2745,Outer Western Suburbs,Sydney,delivery_zone_exclude,base.state_au_2
res_city_283,Greenfield Park,2176,South Western Suburbs,Sydney,delivery_zone_exclude,base.state_au_2
res_city_284,Greenhills Beach,2230,St George & Sutherland Shire,Sydney,delivery_zone_exclude,base.state_au_2
res_city_285,Greenwich,2065,North Shore,Sydney,delivery_zone_free,base.state_au_2
res_city_286,Gregory Hills,2557,Macarthur Region,Sydney,delivery_zone_exclude,base.state_au_2
res_city_287,Greystanes,2145,Western Suburbs,Sydney,delivery_zone_exclude,base.state_au_2
res_city_288,Guildford,2161,South Western Suburbs,Sydney,delivery_zone_2,base.state_au_2
res_city_289,Guildford West,2161,South Western Suburbs,Sydney,delivery_zone_2,base.state_au_2
res_city_290,Gymea,2227,St George & Sutherland Shire,Sydney,delivery_zone_exclude,base.state_au_2
res_city_291,Gymea Bay,2227,St George & Sutherland Shire,Sydney,delivery_zone_exclude,base.state_au_2
res_city_292,Haberfield,2045,Central & Inner Metropolitan,Sydney,delivery_zone_1,base.state_au_2
res_city_293,Hammondville,2170,South Western Suburbs,Sydney,delivery_zone_exclude,base.state_au_2
res_city_294,Harbord,2096,Northern Beaches,Sydney,delivery_zone_free,base.state_au_2
res_city_295,Harrington Park,2567,Macarthur Region,Sydney,delivery_zone_exclude,base.state_au_2
res_city_296,Harris Park,2150,Parramatta-Hills District,Sydney,delivery_zone_exclude,base.state_au_2
res_city_297,Hassall Grove,2761,Outer Western Suburbs,Sydney,delivery_zone_exclude,base.state_au_2
res_city_298,Hawkesbury River,2083,North Shore,Sydney,delivery_zone_exclude,base.state_au_2
res_city_299,Haymarket,2000,Central & Inner Metropolitan,Sydney,delivery_zone_free,base.state_au_2
res_city_300,Heathcote,2233,St George & Sutherland Shire,Sydney,delivery_zone_exclude,base.state_au_2
res_city_301,Hebersham,2770,Outer Western Suburbs,Sydney,delivery_zone_exclude,base.state_au_2
res_city_302,Heckenberg,2168,South Western Suburbs,Sydney,delivery_zone_exclude,base.state_au_2
res_city_303,Henley,2111,Gladesville-Ryde-Eastwood,Sydney,delivery_zone_free,base.state_au_2
res_city_304,Hillsdale,2036,Eastern Suburbs,Sydney,delivery_zone_exclude,base.state_au_2
res_city_305,Hinchinbrook,2168,South Western Suburbs,Sydney,delivery_zone_exclude,base.state_au_2
res_city_306,Hobartville,2753,Outer Western Suburbs,Sydney,delivery_zone_exclude,base.state_au_2
res_city_307,Holroyd,2142,Western Suburbs,Sydney,delivery_zone_2,base.state_au_2
res_city_308,Holsworthy,2173,South Western Suburbs,Sydney,delivery_zone_exclude,base.state_au_2
res_city_309,Homebush,2140,Western Suburbs,Sydney,delivery_zone_2,base.state_au_2
res_city_310,Homebush Bay,2127,Western Suburbs,Sydney,delivery_zone_2,base.state_au_2
res_city_311,Homebush South,2140,Western Suburbs,Sydney,delivery_zone_2,base.state_au_2
res_city_312,Homebush West,2140,Western Suburbs,Sydney,delivery_zone_2,base.state_au_2
res_city_313,Horningsea Park,2171,South Western Suburbs,Sydney,delivery_zone_exclude,base.state_au_2
res_city_314,Hornsby,2077,North Shore,Sydney,delivery_zone_1,base.state_au_2
res_city_315,Hornsby Heights,2077,North Shore,Sydney,delivery_zone_1,base.state_au_2
res_city_316,Horsley Park,2175,South Western Suburbs,Sydney,delivery_zone_exclude,base.state_au_2
res_city_317,Hoxton Park,2171,South Western Suburbs,Sydney,delivery_zone_exclude,base.state_au_2
res_city_318,Hunters Hill,2110,Gladesville-Ryde-Eastwood,Sydney,delivery_zone_free,base.state_au_2
res_city_319,Huntingwood,2148,Western Suburbs,Sydney,delivery_zone_exclude,base.state_au_2
res_city_320,Huntleys Cove,2111,Gladesville-Ryde-Eastwood,Sydney,delivery_zone_free,base.state_au_2
res_city_321,Huntleys Point,2111,Gladesville-Ryde-Eastwood,Sydney,delivery_zone_exclude,base.state_au_2
res_city_322,Hurlstone Park,2193,South Western Suburbs,Sydney,delivery_zone_exclude,base.state_au_2
res_city_323,Hurstville,2220,St George & Sutherland Shire,Sydney,delivery_zone_exclude,base.state_au_2
res_city_324,Hurstville Grove,2220,St George & Sutherland Shire,Sydney,delivery_zone_exclude,base.state_au_2
res_city_325,Illawong,2234,St George & Sutherland Shire,Sydney,delivery_zone_exclude,base.state_au_2
res_city_326,Ingleburn,2565,Macarthur Region,Sydney,delivery_zone_exclude,base.state_au_2
res_city_327,Ingleside,2101,Northern Beaches,Sydney,delivery_zone_free,base.state_au_2
res_city_328,Jamisontown,2750,Outer Western Suburbs,Sydney,delivery_zone_exclude,base.state_au_2
res_city_329,Jannali,2226,St George & Sutherland Shire,Sydney,delivery_zone_exclude,base.state_au_2
res_city_330,Jordan Springs,2747,Outer Western Suburbs,Sydney,delivery_zone_exclude,base.state_au_2
res_city_331,Kangaroo Point,2224,St George & Sutherland Shire,Sydney,delivery_zone_exclude,base.state_au_2
res_city_332,Kareela,2232,St George & Sutherland Shire,Sydney,delivery_zone_exclude,base.state_au_2
res_city_333,Kearns,2558,Macarthur Region,Sydney,delivery_zone_exclude,base.state_au_2
res_city_334,Kellyville,2155,Parramatta-Hills District,Sydney,delivery_zone_exclude,base.state_au_2
res_city_335,Kellyville Ridge,2155,Parramatta-Hills District,Sydney,delivery_zone_exclude,base.state_au_2
res_city_336,Kemps Creek,2178,South Western Suburbs,Sydney,delivery_zone_exclude,base.state_au_2
res_city_337,Kensington,2033,Eastern Suburbs,Sydney,delivery_zone_free,base.state_au_2
res_city_338,Kenthurst,2156,Parramatta-Hills District,Sydney,delivery_zone_exclude,base.state_au_2
res_city_339,Kentlyn,2560,Macarthur Region,Sydney,delivery_zone_exclude,base.state_au_2
res_city_340,Killara,2071,North Shore,Sydney,delivery_zone_free,base.state_au_2
res_city_341,Killarney Heights,2087,North Shore,Sydney,delivery_zone_exclude,base.state_au_2
res_city_342,Kings Cross,2011,Central & Inner Metropolitan,Sydney,delivery_zone_exclude,base.state_au_2
res_city_343,Kings Langley,2147,Western Suburbs,Sydney,delivery_zone_exclude,base.state_au_2
res_city_344,Kings Park,2148,Western Suburbs,Sydney,delivery_zone_exclude,base.state_au_2
res_city_345,Kingsford,2032,Eastern Suburbs,Sydney,delivery_zone_exclude,base.state_au_2
res_city_346,Kingsgrove,2208,South Western Suburbs,Sydney,delivery_zone_exclude,base.state_au_2
res_city_347,Kingswood,2747,Outer Western Suburbs,Sydney,delivery_zone_exclude,base.state_au_2
res_city_348,Kingswood Park,2750,Outer Western Suburbs,Sydney,delivery_zone_exclude,base.state_au_2
res_city_349,Kirkham,2570,Macarthur Region,Sydney,delivery_zone_exclude,base.state_au_2
res_city_350,Kirrawee,2232,St George & Sutherland Shire,Sydney,delivery_zone_exclude,base.state_au_2
res_city_351,Kirribilli,2061,North Shore,Sydney,delivery_zone_exclude,base.state_au_2
res_city_352,Kogarah,2217,St George & Sutherland Shire,Sydney,delivery_zone_exclude,base.state_au_2
res_city_353,Kogarah Bay,2217,St George & Sutherland Shire,Sydney,delivery_zone_exclude,base.state_au_2
res_city_354,Kurnell,2231,St George & Sutherland Shire,Sydney,delivery_zone_exclude,base.state_au_2
res_city_355,Kurraba Point,2089,North Shore,Sydney,delivery_zone_exclude,base.state_au_2
res_city_356,Kyeemagh,2216,St George & Sutherland Shire,Sydney,delivery_zone_exclude,base.state_au_2
res_city_357,Kyle Bay,2221,St George & Sutherland Shire,Sydney,delivery_zone_exclude,base.state_au_2
res_city_358,La Perouse,2036,Eastern Suburbs,Sydney,delivery_zone_exclude,base.state_au_2
res_city_359,Lakemba,2195,South Western Suburbs,Sydney,delivery_zone_exclude,base.state_au_2
res_city_360,Lalor Park,2147,Western Suburbs,Sydney,delivery_zone_exclude,base.state_au_2
res_city_361,Lane Cove,2066,North Shore,Sydney,delivery_zone_free,base.state_au_2
res_city_362,Lane Cove North,2066,North Shore,Sydney,delivery_zone_free,base.state_au_2
res_city_363,Lane Cove West,2066,North Shore,Sydney,delivery_zone_free,base.state_au_2
res_city_364,Lansdowne,2163,South Western Suburbs,Sydney,delivery_zone_exclude,base.state_au_2
res_city_365,Lansvale,2166,South Western Suburbs,Sydney,delivery_zone_exclude,base.state_au_2
res_city_366,Laughtondale,2775,Outer Western Suburbs,Sydney,delivery_zone_exclude,base.state_au_2
res_city_367,Lavender Bay,2060,North Shore,Sydney,delivery_zone_free,base.state_au_2
res_city_368,Leets Vale,2756,Outer Western Suburbs,Sydney,delivery_zone_exclude,base.state_au_2
res_city_369,Leichhardt,2040,Central & Inner Metropolitan,Sydney,delivery_zone_free,base.state_au_2
res_city_370,Len Waters Estate,2171,South Western Suburbs,Sydney,delivery_zone_exclude,base.state_au_2
res_city_371,Leonay,2750,Outer Western Suburbs,Sydney,delivery_zone_exclude,base.state_au_2
res_city_372,Leppington,2179,South Western Suburbs,Sydney,delivery_zone_exclude,base.state_au_2
res_city_373,Lethbridge Park,2770,Outer Western Suburbs,Sydney,delivery_zone_exclude,base.state_au_2
res_city_374,Leumeah,2560,Macarthur Region,Sydney,delivery_zone_exclude,base.state_au_2
res_city_375,Lewisham,2049,Central & Inner Metropolitan,Sydney,delivery_zone_1,base.state_au_2
res_city_376,Liberty Grove,2138,Western Suburbs,Sydney,delivery_zone_1,base.state_au_2
res_city_377,Lidcombe,2141,Western Suburbs,Sydney,delivery_zone_2,base.state_au_2
res_city_378,Lidcombe North,2141,Western Suburbs,Sydney,delivery_zone_2,base.state_au_2
res_city_379,Lilli Pilli,2229,St George & Sutherland Shire,Sydney,delivery_zone_exclude,base.state_au_2
res_city_380,Lilyfield,2040,Central & Inner Metropolitan,Sydney,delivery_zone_1,base.state_au_2
res_city_381,Lindfield,2070,North Shore,Sydney,delivery_zone_free,base.state_au_2
res_city_382,Lindfield West,2070,North Shore,Sydney,delivery_zone_free,base.state_au_2
res_city_383,Linley Point,2066,North Shore,Sydney,delivery_zone_free,base.state_au_2
res_city_384,Little Bay,2036,Eastern Suburbs,Sydney,delivery_zone_exclude,base.state_au_2
